time,open,close,diff,avg
1998-01-01T08:30:00-06:00,970.43,980.28,,975.355
1998-02-02T08:30:00-06:00,980.28,1049.34,19.7275,1014.81
1998-03-02T08:30:00-06:00,1049.68,1101.75,30.4525,1075.715
1998-04-01T08:30:00-06:00,1101.75,1111.77,15.5225,1106.76
1998-05-01T08:30:00-05:00,1111.75,1090.82,-2.7375,1101.285
1998-06-01T08:30:00-05:00,1090.82,1133.84,5.5225,1112.33
1998-07-01T08:30:00-05:00,1133.84,1120.67,7.4625,1127.255
1998-08-03T08:30:00-05:00,1120.67,957.53,-44.0775,1039.1
1998-09-01T08:30:00-05:00,957.3,1017.05,-25.9625,987.175
1998-10-01T08:30:00-05:00,1017.01,1098.67,35.3325,1057.84
1998-11-02T08:30:00-06:00,1098.82,1163.63,36.6925,1131.225
1998-12-01T08:30:00-06:00,1163.63,1229.23,32.6025,1196.43
1999-01-01T08:30:00-06:00,1229.23,1279.64,29.0025,1254.435
1999-02-01T08:30:00-06:00,1281.02,1238.33,2.62,1259.675
1999-03-01T08:30:00-06:00,1238.33,1286.42,1.35,1262.375
1999-04-01T08:30:00-06:00,1286.44,1335.18,24.2175,1310.81
1999-05-03T08:30:00-05:00,1335.18,1301.84,3.85,1318.51
1999-06-01T08:30:00-05:00,1301.74,1372.66,9.345,1337.2
1999-07-01T08:30:00-05:00,1372.7,1328.72,6.755,1350.71
1999-08-02T08:30:00-05:00,1328.67,1320.41,-13.085,1324.54
1999-09-01T08:30:00-05:00,1321.12,1282.71,-11.3125,1301.915
1999-10-01T08:30:00-05:00,1281,1362.93,10.025,1321.965
1999-11-01T08:30:00-06:00,1363.17,1388.95,27.0475,1376.06
1999-12-01T08:30:00-06:00,1388.91,1469.25,26.51,1429.08
2000-01-03T08:30:00-06:00,1471.21,1394.46,1.8775,1432.835
2000-02-01T08:30:00-06:00,1395.05,1359.78,-27.71,1377.415
2000-03-01T08:30:00-06:00,1366.83,1498.58,27.645,1432.705
2000-04-03T08:30:00-05:00,1498.58,1456.04,22.3025,1477.31
2000-05-01T08:30:00-05:00,1456.75,1420.65,-19.305,1438.7
2000-06-01T08:30:00-05:00,1425.53,1454.6,0.6825,1440.065
2000-07-03T08:30:00-05:00,1454.27,1430.84,1.245,1442.555
2000-08-01T08:30:00-05:00,1430.83,1517.59,15.8275,1474.21
2000-09-01T08:30:00-05:00,1520.69,1436.48,2.1875,1478.585
2000-10-02T08:30:00-05:00,1441.68,1429.39,-21.525,1435.535
2000-11-01T08:30:00-06:00,1425.25,1314.95,-32.7175,1370.1
2000-12-01T08:30:00-06:00,1317.34,1320.5,-25.59,1318.92
2001-01-02T08:30:00-06:00,1320.28,1366.01,12.1125,1343.145
2001-02-01T08:30:00-06:00,1365.67,1239.94,-20.17,1302.805
2001-03-01T08:30:00-06:00,1237.39,1160.34,-51.97,1198.865
2001-04-02T08:30:00-05:00,1160.2,1249.48,2.9875,1204.84
2001-05-01T08:30:00-05:00,1249.55,1255.84,23.9275,1252.695
2001-06-01T08:30:00-05:00,1257.5,1226.99,-5.225,1242.245
2001-07-02T08:30:00-05:00,1225,1211.22,-12.0675,1218.11
2001-08-01T08:30:00-05:00,1214.3,1133.58,-22.085,1173.94
2001-09-04T08:30:00-05:00,1133.38,1040.9,-43.4,1087.14
2001-10-01T08:30:00-05:00,1040.2,1059.78,-18.575,1049.99
2001-11-01T08:30:00-06:00,1060.98,1139.45,25.1125,1100.215
2001-12-03T08:30:00-06:00,1137.53,1148.16,21.315,1142.845
2002-01-02T08:30:00-06:00,1149.97,1130.18,-1.385,1140.075
2002-02-01T08:30:00-06:00,1129.4,1106.74,-11.0025,1118.07
2002-03-01T08:30:00-06:00,1108.74,1147.39,4.9975,1128.065
2002-04-01T08:30:00-06:00,1145.96,1076.87,-8.325,1111.415
2002-05-01T08:30:00-05:00,1076.4,1067.18,-19.8125,1071.79
2002-06-03T08:30:00-05:00,1066.77,989.44,-21.8425,1028.105
2002-07-01T08:30:00-05:00,989.15,911.62,-38.86,950.385
2002-08-01T08:30:00-05:00,910.7,916.08,-18.4975,913.39
2002-09-03T08:30:00-05:00,916.07,815.26,-23.8625,865.665
2002-10-01T08:30:00-05:00,816.78,885.76,-7.1975,851.27
2002-11-01T08:30:00-06:00,884.33,936.31,29.525,910.32
2002-12-02T08:30:00-06:00,941.57,879.82,0.1875,910.695
2003-01-02T08:30:00-06:00,881.44,855.7,-21.0625,868.57
2003-02-03T08:30:00-06:00,855.7,841.15,-10.0725,848.425
2003-03-03T08:30:00-06:00,841.96,848.12,-1.6925,845.04
2003-04-01T08:30:00-06:00,849.05,916.92,18.9725,882.985
2003-05-01T08:30:00-05:00,916.8,963.59,28.605,940.195
2003-06-02T08:30:00-05:00,965.31,974.5,14.855,969.905
2003-07-01T08:30:00-05:00,973.83,990.31,6.0825,982.07
2003-08-01T08:30:00-05:00,989.73,1008.03,8.405,998.88
2003-09-02T08:30:00-05:00,1008.96,995.95,1.7875,1002.455
2003-10-01T08:30:00-05:00,997.12,1050.71,10.73,1023.915
2003-11-03T08:30:00-06:00,1051.84,1058.2,15.5525,1055.02
2003-12-01T08:30:00-06:00,1059.64,1111.92,15.38,1085.78
2004-01-02T08:30:00-06:00,1112.64,1131.13,18.0525,1121.885
2004-02-02T08:30:00-06:00,1131.88,1144.94,8.2625,1138.41
2004-03-01T08:30:00-06:00,1144.94,1126.21,-1.4175,1135.575
2004-04-01T08:30:00-06:00,1126.2,1107.24,-9.4275,1116.72
2004-05-03T08:30:00-05:00,1107.3,1120.64,-1.375,1113.97
2004-06-01T08:30:00-05:00,1119.48,1140.75,8.0725,1130.115
2004-07-01T08:30:00-05:00,1140.73,1101.72,-4.445,1121.225
2004-08-02T08:30:00-05:00,1101.72,1104.24,-9.1225,1102.98
2004-09-01T08:30:00-05:00,1104.24,1114.58,3.215,1109.41
2004-10-01T08:30:00-05:00,1115.96,1130.2,6.835,1123.08
2004-11-01T08:30:00-06:00,1130.26,1173.82,14.48,1152.04
2004-12-01T08:30:00-06:00,1173.83,1211.92,20.4175,1192.875
2005-01-03T08:30:00-06:00,1213.43,1181.27,2.2375,1197.35
2005-02-01T08:30:00-06:00,1181.26,1210.41,-0.7575,1195.835
2005-03-01T08:30:00-06:00,1209.21,1180.59,-0.4675,1194.9
2005-04-01T08:30:00-06:00,1181.44,1156.85,-12.8775,1169.145
2005-05-02T08:30:00-05:00,1156.85,1191.5,2.515,1174.175
2005-06-01T08:30:00-05:00,1191.07,1191.33,8.5125,1191.2
2005-07-01T08:30:00-05:00,1191.33,1234.18,10.7775,1212.755
2005-08-01T08:30:00-05:00,1234.86,1220.33,7.42,1227.595
2005-09-01T08:30:00-05:00,1219.71,1228.81,-1.6675,1224.26
2005-10-03T08:30:00-05:00,1228.81,1207.01,-3.175,1217.91
2005-11-01T08:30:00-06:00,1205.85,1249.48,4.8775,1227.665
2005-12-01T08:30:00-06:00,1249.48,1248.29,10.61,1248.885
2006-01-03T08:30:00-06:00,1252.03,1280.08,8.585,1266.055
2006-02-01T08:30:00-06:00,1280.08,1280.66,7.1575,1280.37
2006-03-01T08:30:00-06:00,1281.65,1294.82,3.9325,1288.235
2006-04-03T08:30:00-05:00,1302.88,1310.61,9.255,1306.745
2006-05-01T08:30:00-05:00,1311.1,1270.09,-8.075,1290.595
2006-06-01T08:30:00-05:00,1270.22,1270.2,-10.1925,1270.21
2006-07-03T08:30:00-05:00,1270.93,1276.66,1.7925,1273.795
2006-08-01T08:30:00-05:00,1275.76,1303.82,7.9975,1289.79
2006-09-01T08:30:00-05:00,1303.8,1335.85,15.0175,1319.825
2006-10-02T08:30:00-05:00,1335.56,1377.94,18.4625,1356.75
2006-11-01T08:30:00-06:00,1377.76,1400.63,16.2225,1389.195
2006-12-01T08:30:00-06:00,1400.63,1418.3,10.135,1409.465
2007-01-03T08:30:00-06:00,1418.03,1438.24,9.335,1428.135
2007-02-01T08:30:00-06:00,1437.9,1406.82,-2.8875,1422.36
2007-03-01T08:30:00-06:00,1406.8,1420.86,-4.265,1413.83
2007-04-02T08:30:00-05:00,1420.83,1482.37,18.885,1451.6
2007-05-01T08:30:00-05:00,1483,1530.62,27.605,1506.81
2007-06-01T08:30:00-05:00,1532.99,1503.35,5.68,1518.17
2007-07-02T08:30:00-05:00,1506.14,1455.27,-18.7325,1480.705
2007-08-01T08:30:00-05:00,1454.4,1473.99,-8.255,1464.195
2007-09-04T08:30:00-05:00,1473.96,1526.75,18.08,1500.355
2007-10-01T08:30:00-05:00,1527.29,1549.38,18.99,1538.335
2007-11-01T08:30:00-05:00,1545.79,1481.14,-12.435,1513.465
2007-12-03T08:30:00-06:00,1479.63,1468.36,-19.735,1473.995
2008-01-02T08:30:00-06:00,1467.97,1378.55,-25.3675,1423.26
2008-02-01T08:30:00-06:00,1378.6,1330.63,-34.3225,1354.615
2008-03-03T08:30:00-06:00,1330.45,1322.7,-14.02,1326.575
2008-04-01T08:30:00-05:00,1326.41,1385.59,14.7125,1356
2008-05-01T08:30:00-05:00,1385.97,1400.38,18.5875,1393.175
2008-06-02T08:30:00-05:00,1399.62,1280,-26.6825,1339.81
2008-07-01T08:30:00-05:00,1276.68,1267.38,-33.89,1272.03
2008-08-01T08:30:00-05:00,1269.42,1282.83,2.0475,1276.125
2008-09-02T08:30:00-05:00,1287.82,1166.36,-24.5175,1227.09
2008-10-01T08:30:00-05:00,1164.17,968.75,-80.315,1066.46
2008-11-03T08:30:00-06:00,968.67,896.24,-67.0025,932.455
2008-12-01T08:30:00-06:00,888.61,903.25,-18.2625,895.93
2009-01-02T08:30:00-06:00,902.99,825.88,-15.7475,864.435
2009-02-02T08:30:00-06:00,823.09,735.09,-42.6725,779.09
2009-03-02T08:30:00-06:00,729.57,797.87,-7.685,763.72
2009-04-01T08:30:00-05:00,793.59,872.81,34.74,833.2
2009-05-01T08:30:00-05:00,872.74,919.14,31.37,895.94
2009-06-01T08:30:00-05:00,923.26,919.32,12.675,921.29
2009-07-01T08:30:00-05:00,920.82,987.48,16.43,954.15
2009-08-03T08:30:00-05:00,990.22,1020.62,25.635,1005.42
2009-09-01T08:30:00-05:00,1019.52,1057.08,16.44,1038.3
2009-10-01T08:30:00-05:00,1054.91,1036.19,3.625,1045.55
2009-11-02T08:30:00-06:00,1036.18,1095.63,10.1775,1065.905
2009-12-01T08:30:00-06:00,1098.89,1115.1,20.545,1106.995
2010-01-04T08:30:00-06:00,1116.56,1073.87,-5.89,1095.215
2010-02-01T08:30:00-06:00,1073.89,1104.49,-3.0125,1089.19
2010-03-01T08:30:00-06:00,1105.36,1169.43,24.1025,1137.395
2010-04-01T08:30:00-05:00,1171.23,1186.68,20.78,1178.955
2010-05-03T08:30:00-05:00,1188.57,1089.41,-19.9825,1138.99
2010-06-01T08:30:00-05:00,1087.3,1030.71,-39.9925,1059.005
2010-07-01T08:30:00-05:00,1031.1,1101.6,3.6725,1066.35
2010-08-02T08:30:00-05:00,1107.53,1049.33,6.04,1078.43
2010-09-01T08:30:00-05:00,1049.72,1141.2,8.515,1095.46
2010-10-01T08:30:00-05:00,1143.49,1183.26,33.9575,1163.375
2010-11-01T08:30:00-05:00,1185.71,1180.55,9.8775,1183.13
2010-12-01T08:30:00-06:00,1186.6,1257.64,19.495,1222.12
2011-01-03T08:30:00-06:00,1257.62,1286.12,24.875,1271.87
2011-02-01T08:30:00-06:00,1289.14,1327.22,18.155,1308.18
2011-03-01T08:30:00-06:00,1328.64,1325.83,9.5275,1327.235
2011-04-01T08:30:00-05:00,1329.48,1363.61,9.655,1346.545
2011-05-02T08:30:00-05:00,1365.21,1345.2,4.33,1355.205
2011-06-01T08:30:00-05:00,1345.2,1320.64,-11.1425,1332.92
2011-07-01T08:30:00-05:00,1320.64,1292.28,-13.23,1306.46
2011-08-01T08:30:00-05:00,1292.59,1218.89,-25.36,1255.74
2011-09-01T08:30:00-05:00,1219.12,1131.42,-40.235,1175.27
2011-10-03T08:30:00-05:00,1131.21,1253.3,8.4925,1192.255
2011-11-01T08:30:00-05:00,1251,1246.96,28.3625,1248.98
2011-12-01T08:30:00-06:00,1246.91,1257.6,1.6375,1252.255
2012-01-03T08:30:00-06:00,1258.86,1312.41,16.69,1285.635
2012-02-01T08:30:00-06:00,1312.45,1365.68,26.715,1339.065
2012-03-01T08:30:00-06:00,1365.9,1408.47,24.06,1387.185
2012-04-02T08:30:00-05:00,1408.47,1397.91,8.0025,1403.19
2012-05-01T08:30:00-05:00,1397.86,1310.33,-24.5475,1354.095
2012-06-01T08:30:00-05:00,1309.87,1362.16,-9.04,1336.015
2012-07-02T08:30:00-05:00,1362.33,1379.32,17.405,1370.825
2012-08-01T08:30:00-05:00,1379.32,1406.58,11.0625,1392.95
2012-09-04T08:30:00-05:00,1406.54,1440.67,15.3275,1423.605
2012-10-01T08:30:00-05:00,1440.9,1412.16,1.4625,1426.53
2012-11-01T08:30:00-05:00,1412.2,1416.18,-6.17,1414.19
2012-12-03T08:30:00-06:00,1416.34,1426.19,3.5375,1421.265
2013-01-02T08:30:00-06:00,1426.19,1498.11,20.4425,1462.15
2013-02-01T08:30:00-06:00,1498.11,1514.68,22.1225,1506.395
2013-03-01T08:30:00-06:00,1514.68,1569.19,17.77,1541.935
2013-04-01T08:30:00-05:00,1569.18,1597.57,20.72,1583.375
2013-05-01T08:30:00-05:00,1597.55,1630.74,15.385,1614.145
2013-06-03T08:30:00-05:00,1631.71,1606.28,2.425,1618.995
2013-07-01T08:30:00-05:00,1609.78,1685.73,14.38,1647.755
2013-08-01T08:30:00-05:00,1689.42,1632.97,6.72,1661.195
2013-09-03T08:30:00-05:00,1635.95,1681.55,-1.2225,1658.75
2013-10-01T08:30:00-05:00,1682.41,1756.54,30.3625,1719.475
2013-11-01T08:30:00-05:00,1758.7,1805.81,31.39,1782.255
2013-12-02T08:30:00-06:00,1806.55,1848.36,22.6,1827.455
2014-01-02T08:30:00-06:00,1845.86,1782.59,-6.615,1814.225
2014-02-03T08:30:00-06:00,1782.68,1859.45,3.42,1821.065
2014-03-03T08:30:00-06:00,1857.68,1872.34,21.9725,1865.01
2014-04-01T08:30:00-05:00,1873.96,1883.95,6.9725,1878.955
2014-05-01T08:30:00-05:00,1884.39,1923.57,12.5125,1903.98
2014-06-02T08:30:00-05:00,1923.87,1960.23,19.035,1942.05
2014-07-01T08:30:00-05:00,1962.29,1930.67,2.215,1946.48
2014-08-01T08:30:00-05:00,1929.8,2003.37,10.0525,1966.585
2014-09-02T08:30:00-05:00,2004.07,1972.29,10.7975,1988.18
2014-10-01T08:30:00-05:00,1971.44,2018.05,3.2825,1994.745
2014-11-03T08:30:00-06:00,2018.21,2067.56,24.07,2042.885
2014-12-01T08:30:00-06:00,2065.78,2058.9,9.7275,2062.34
2015-01-02T08:30:00-06:00,2058.9,1994.99,-17.6975,2026.945
2015-02-02T08:30:00-06:00,1996.67,2104.5,11.82,2050.585
2015-03-02T08:30:00-06:00,2105.23,2067.89,17.9875,2086.56
2015-04-01T08:30:00-05:00,2067.63,2085.51,-4.995,2076.57
2015-05-01T08:30:00-05:00,2087.38,2107.39,10.4075,2097.385
2015-06-01T08:30:00-05:00,2108.64,2063.11,-5.755,2085.875
2015-07-01T08:30:00-05:00,2067,2103.84,-0.2275,2085.42
2015-08-03T08:30:00-05:00,2104.49,1972.18,-23.5425,2038.335
2015-09-01T08:30:00-05:00,1970.09,1920.03,-46.6375,1945.06
2015-10-01T08:30:00-05:00,1919.65,2079.36,27.2225,1999.505
2015-11-02T08:30:00-06:00,2080.76,2080.41,40.54,2080.585
2015-12-01T08:30:00-06:00,2082.93,2043.94,-8.575,2063.435
2016-01-04T08:30:00-06:00,2038.2,1940.24,-37.1075,1989.22
2016-02-01T08:30:00-06:00,1936.94,1932.23,-27.3175,1934.585
2016-03-01T08:30:00-06:00,1937.09,2059.74,31.915,1998.415
2016-04-01T08:30:00-05:00,2056.62,2065.3,31.2725,2060.96
2016-05-02T08:30:00-05:00,2067.17,2096.96,10.5525,2082.065
2016-06-01T08:30:00-05:00,2093.94,2098.86,7.1675,2096.4
2016-07-01T08:30:00-05:00,2099.34,2173.6,20.035,2136.47
2016-08-01T08:30:00-05:00,2173.15,2170.95,17.79,2172.05
2016-09-01T08:30:00-05:00,2171.33,2168.27,-1.125,2169.8
2016-10-03T08:30:00-05:00,2164.33,2126.15,-12.28,2145.24
2016-11-01T08:30:00-05:00,2128.68,2198.81,9.2525,2163.745
2016-12-01T08:30:00-06:00,2200.17,2238.83,27.8775,2219.5
2017-01-03T08:30:00-06:00,2251.57,2278.87,22.86,2265.22
2017-02-01T08:30:00-06:00,2285.59,2363.64,29.6975,2324.615
2017-03-01T08:30:00-06:00,2380.13,2362.72,23.405,2371.425
2017-04-03T08:30:00-05:00,2362.34,2384.2,0.9225,2373.27
2017-05-01T08:30:00-05:00,2388.5,2411.8,13.44,2400.15
2017-06-01T08:30:00-05:00,2415.65,2423.41,9.69,2419.53
2017-07-03T08:30:00-05:00,2431.39,2470.3,15.6575,2450.845
2017-08-01T08:30:00-05:00,2477.1,2471.65,11.765,2474.375
2017-09-01T08:30:00-05:00,2474.42,2519.36,11.2575,2496.89
2017-10-02T08:30:00-05:00,2521.2,2575.26,25.67,2548.23
2017-11-01T08:30:00-05:00,2583.21,2647.58,33.5825,2615.395
2017-12-01T08:30:00-06:00,2645.1,2673.61,21.98,2659.355
2018-01-02T08:30:00-06:00,2683.73,2823.81,47.2075,2753.77
2018-02-01T08:30:00-06:00,2816.45,2713.83,5.685,2765.14
2018-03-01T08:30:00-06:00,2715.22,2640.87,-43.5475,2678.045
2018-04-02T08:30:00-05:00,2633.45,2648.05,-18.6475,2640.75
2018-05-01T08:30:00-05:00,2643.64,2705.27,16.8525,2674.455
2018-06-01T08:30:00-05:00,2718.7,2718.37,22.04,2718.535
2018-07-02T08:30:00-05:00,2704.95,2816.29,21.0425,2760.62
2018-08-01T08:30:00-05:00,2821.17,2901.52,50.3625,2861.345
2018-09-04T08:30:00-05:00,2896.96,2913.98,22.0625,2905.47
2018-10-01T08:30:00-05:00,2926.29,2711.74,-43.2275,2819.015
2018-11-01T08:30:00-05:00,2717.58,2760.17,-40.07,2738.875
2018-12-03T08:30:00-06:00,2790.5,2506.85,-45.1,2648.675
2019-01-02T08:30:00-06:00,2476.96,2704.1,-29.0725,2590.53
2019-02-01T08:30:00-06:00,2702.32,2784.49,76.4375,2743.405
2019-03-01T08:30:00-06:00,2798.22,2834.4,36.4525,2816.31
2019-04-01T08:30:00-05:00,2848.63,2945.83,40.46,2897.23
2019-05-01T08:30:00-05:00,2952.33,2752.06,-22.5175,2852.195
2019-06-03T08:30:00-05:00,2751.53,2941.76,-2.775,2846.645
2019-07-01T08:30:00-05:00,2971.41,2980.38,64.625,2975.895
2019-08-01T08:30:00-05:00,2980.32,2926.46,-11.2525,2953.39
2019-09-03T08:30:00-05:00,2909.01,2976.74,-5.2575,2942.875
2019-10-01T08:30:00-05:00,2983.69,3037.56,33.875,3010.625
2019-11-01T08:30:00-05:00,3050.72,3140.98,42.6125,3095.85
2019-12-02T08:30:00-06:00,3143.85,3230.78,45.7325,3187.315
2020-01-02T08:30:00-06:00,3244.67,3225.52,23.89,3235.095
2020-02-03T08:30:00-06:00,3235.66,2954.22,-70.0775,3094.94
2020-03-02T08:30:00-06:00,2974.28,2584.59,-157.7525,2779.435
2020-04-01T08:30:00-05:00,2498.08,2912.43,-37.09,2705.255
2020-05-01T08:30:00-05:00,2869.09,3044.31,125.7225,2956.7
2020-06-01T08:30:00-05:00,3038.78,3100.29,56.4175,3069.535
2020-07-01T08:30:00-05:00,3105.92,3271.12,59.4925,3188.52
2020-08-03T08:30:00-05:00,3288.26,3500.31,102.8825,3394.285
2020-09-01T08:30:00-05:00,3507.44,3363,20.4675,3435.22
2020-10-01T08:30:00-05:00,3385.87,3269.96,-53.6525,3327.915
2020-11-02T08:30:00-06:00,3296.2,3621.63,65.5,3458.915
2020-12-01T08:30:00-06:00,3645.87,3756.08,121.03,3700.975
2021-01-04T08:30:00-06:00,3764.61,3714.25,19.2275,3739.43
2021-02-01T08:30:00-06:00,3731.17,3811.16,15.8675,3771.165
2021-03-01T08:30:00-06:00,3842.51,3972.9,68.27,3907.705
2021-04-01T08:30:00-05:00,3992.78,4181.18,89.6375,4086.98
2021-05-03T08:30:00-05:00,4191.98,4204.12,55.535,4198.05
2021-06-01T08:30:00-05:00,4216.52,4297.49,29.4775,4257.005
2021-07-01T08:30:00-05:00,4300.73,4395.27,45.4975,4348
2021-08-02T08:30:00-05:00,4406.86,4522.69,58.3875,4464.775
2021-09-01T08:30:00-05:00,4531.57,4307.53,-22.6125,4419.55
2021-10-01T08:30:00-05:00,4317.16,4605.39,20.8625,4461.275
2021-11-01T08:30:00-05:00,4610.62,4567.01,63.77,4588.815
2021-12-01T08:30:00-06:00,4602.82,4766.19,47.845,4684.505
2022-01-03T08:30:00-06:00,4778.14,4515.54,-18.8325,4646.84
2022-02-01T08:30:00-06:00,4519.57,4373.95,-100.04,4446.76
2022-03-01T08:30:00-06:00,4363.14,4530.42,0.01,4446.78
2022-04-01T08:30:00-05:00,4540.32,4131.92,-55.33,4336.12
2022-05-02T08:30:00-05:00,4130.61,4132.16,-102.3675,4131.385
2022-06-01T08:30:00-05:00,4149.78,3785.39,-81.9,3967.585
2022-07-01T08:30:00-05:00,3781,4130.289,-5.97025,3955.6445
2022-08-01T08:30:00-05:00,4112.38,3954.99,39.02025,4033.685
2022-09-01T08:30:00-05:00,3936.73,3585.61,-136.2575,3761.17
2022-10-03T08:30:00-05:00,3609.78,3871.97,-10.1475,3740.875
2022-11-01T08:30:00-05:00,3901.79,4080.11,125.0375,3990.95
2022-12-01T08:30:00-06:00,4087.14,3957.09,15.5825,4022.115